#index     element name    cell    girder    dX    dY    dS    dRoll   dPitch   dYaw
637    QH1G6C05B    6    5    8.47e-07    8.59e-07    0.00e+00    1.44e-06    0.00e+00    0.00e+00
641    SH1G6C05B    6    5    1.37e-06    1.86e-06    0.00e+00    4.99e-06    0.00e+00    0.00e+00
646    FXH1G1C06A    1    6    2.62e-06    3.99e-06    0.00e+00    1.47e-07    0.00e+00    0.00e+00
647    FYH1G1C06A    1    6    -4.31e-06    4.96e-06    0.00e+00    -2.55e-06    0.00e+00    0.00e+00
651    FXH2G1C06A    1    6    -4.21e-06    2.29e-06    0.00e+00    -4.59e-06    0.00e+00    0.00e+00
652    FYH2G1C06A    1    6    -7.34e-07    -2.79e-06    0.00e+00    -2.54e-06    0.00e+00    0.00e+00
656    SH1G2C06A    2    6    -4.50e-06    1.63e-06    0.00e+00    4.67e-06    0.00e+00    0.00e+00
660    QH1G2C06A    2    6    4.50e-07    -4.79e-06    0.00e+00    4.79e-06    0.00e+00    0.00e+00
662    SQHG2C06A    2    6    -4.26e-06    3.30e-06    0.00e+00    8.64e-07    0.00e+00    0.00e+00
663    CXHG2C06A    2    6    -7.68e-07    -2.41e-06    0.00e+00    2.87e-06    0.00e+00    0.00e+00
664    CYHG2C06A    2    6    -3.68e-06    -3.78e-06    0.00e+00    -4.71e-06    0.00e+00    0.00e+00
666    QH2G2C06A    2    6    -1.06e-07    3.34e-06    0.00e+00    -2.20e-06    0.00e+00    0.00e+00
668    SH3G2C06A    2    6    -3.38e-06    1.26e-06    0.00e+00    -3.90e-06    0.00e+00    0.00e+00
670    QH3G2C06A    2    6    4.89e-07    -2.20e-06    0.00e+00    -1.03e-06    0.00e+00    0.00e+00
674    SH4G2C06A    2    6    -9.93e-07    -1.41e-06    0.00e+00    -3.26e-06    0.00e+00    0.00e+00
677    CXH2G2C06A    2    6    2.41e-06    -2.06e-06    0.00e+00    -1.81e-06    0.00e+00    0.00e+00
678    CYH2G2C06A    2    6    3.21e-06    -9.67e-07    0.00e+00    -2.49e-06    0.00e+00    0.00e+00
682    B1G3C06A    3    6    2.40e-06    -2.27e-06    0.00e+00    4.25e-06    0.00e+00    0.00e+00
687    CXM1G4C06A    4    6    -1.75e-06    4.50e-06    0.00e+00    -4.51e-06    0.00e+00    0.00e+00
688    CYM1G4C06A    4    6    -2.84e-06    -1.41e-06    0.00e+00    -2.89e-07    0.00e+00    0.00e+00
690    QM1G4C06A    4    6    4.53e-06    4.52e-06    0.00e+00    3.23e-06    0.00e+00    0.00e+00
692    SM1G4C06A    4    6    3.87e-06    3.02e-06    0.00e+00    -2.43e-06    0.00e+00    0.00e+00
695    FXM1G4C06A    4    6    -4.38e-06    1.84e-06    0.00e+00    -4.67e-06    0.00e+00    0.00e+00
696    FYM1G4C06A    4    6    -2.45e-06    2.62e-06    0.00e+00    -1.13e-06    0.00e+00    0.00e+00
700    QM2G4C06A    4    6    -2.55e-06    4.99e-06    0.00e+00    2.80e-07    0.00e+00    0.00e+00
702    SM2G4C06B    4    6    2.07e-06    1.56e-06    0.00e+00    -1.84e-06    0.00e+00    0.00e+00
704    QM2G4C06B    4    6    2.04e-07    -9.54e-07    0.00e+00    3.95e-06    0.00e+00    0.00e+00
706    SM1G4C06B    4    6    2.17e-06    2.40e-06    0.00e+00    2.37e-06    0.00e+00    0.00e+00
710    QM1G4C06B    4    6    -1.85e-06    -2.35e-06    0.00e+00    -3.53e-06    0.00e+00    0.00e+00
713    CXM1G4C06B    4    6    3.44e-06    -3.39e-06    0.00e+00    -1.93e-06    0.00e+00    0.00e+00
714    CYM1G4C06B    4    6    -1.90e-06    -3.04e-06    0.00e+00    -2.06e-06    0.00e+00    0.00e+00
720    B1G5C06B    5    6    -3.47e-06    -4.76e-06    0.00e+00    -1.88e-06    0.00e+00    0.00e+00
725    QL3G6C06B    6    6    -2.67e-06    3.80e-06    0.00e+00    -7.98e-07    0.00e+00    0.00e+00
729    SL3G6C06B    6    6    3.57e-06    3.94e-06    0.00e+00    -2.46e-06    0.00e+00    0.00e+00
732    CXL2G6C06B    6    6    2.32e-06    -4.96e-06    0.00e+00    4.00e-06    0.00e+00    0.00e+00
733    CYL2G6C06B    6    6    -3.07e-06    -1.95e-06    0.00e+00    4.65e-06    0.00e+00    0.00e+00
735    QL2G6C06B    6    6    2.99e-06    1.27e-06    0.00e+00    1.02e-06    0.00e+00    0.00e+00
737    SL2G6C06B    6    6    1.74e-06    1.59e-06    0.00e+00    2.56e-06    0.00e+00    0.00e+00
740    CXL1G6C06B    6    6    -4.60e-06    7.93e-07    0.00e+00    -2.94e-06    0.00e+00    0.00e+00
741    CYL1G6C06B    6    6    -4.38e-06    -2.53e-06    0.00e+00    1.02e-06    0.00e+00    0.00e+00
743    QL1G6C06B    6    6    -1.08e-06    4.23e-07    0.00e+00    1.13e-06    0.00e+00    0.00e+00
747    SL1G6C06B    6    6    4.33e-06    -4.70e-06    0.00e+00    1.37e-06    0.00e+00    0.00e+00
752    FXL1G1C07A    1    7    3.02e-06    -3.57e-06    0.00e+00    -1.77e-06    0.00e+00    0.00e+00
753    FYL1G1C07A    1    7    -3.26e-06    -4.92e-06    0.00e+00    -8.96e-07    0.00e+00    0.00e+00
761    FXL2G1C07A    1    7    -4.26e-06    2.51e-06    0.00e+00    4.07e-06    0.00e+00    0.00e+00
762    FYL2G1C07A    1    7    -1.50e-06    4.49e-06    0.00e+00    -1.43e-06    0.00e+00    0.00e+00
766    SL1G2C07A    2    7    -2.96e-06    4.86e-06    0.00e+00    -4.55e-06    0.00e+00    0.00e+00
770    QL1G2C07A    2    7    -2.12e-06    -3.14e-06    0.00e+00    3.53e-06    0.00e+00    0.00e+00
773    CXL1G2C07A    2    7    1.55e-08    -4.85e-06    0.00e+00    4.67e-06    0.00e+00    0.00e+00
774    CYL1G2C07A    2    7    -8.74e-07    -3.05e-06    0.00e+00    9.33e-07    0.00e+00    0.00e+00
776    SL2G2C07A    2    7    4.27e-06    4.20e-06    0.00e+00    4.44e-06    0.00e+00    0.00e+00
778    QL2G2C07A    2    7    2.69e-06    -2.85e-06    0.00e+00    1.65e-06    0.00e+00    0.00e+00
781    CXL2G2C07A    2    7    -3.10e-06    1.98e-06    0.00e+00    8.69e-07    0.00e+00    0.00e+00
782    CYL2G2C07A    2    7    -7.05e-08    -1.55e-06    0.00e+00    -4.28e-06    0.00e+00    0.00e+00
784    SL3G2C07A    2    7    4.59e-06    -2.01e-06    0.00e+00    -1.60e-06    0.00e+00    0.00e+00
788    QL3G2C07A    2    7    3.99e-06    2.78e-08    0.00e+00    -1.24e-06    0.00e+00    0.00e+00
793    B1G3C07A    3    7    -1.46e-06    -3.57e-06    0.00e+00    -2.44e-06    0.00e+00    0.00e+00
797    SQMG4C07A    4    7    1.25e-07    -2.85e-06    0.00e+00    3.00e-06    0.00e+00    0.00e+00
798    CXMG4C07A    4    7    -3.89e-06    -4.98e-06    0.00e+00    -4.45e-06    0.00e+00    0.00e+00
799    CYMG4C07A    4    7    -1.47e-06    1.01e-06    0.00e+00    2.77e-06    0.00e+00    0.00e+00
801    QM1G4C07A    4    7    -4.48e-06    -2.30e-06    0.00e+00    2.59e-06    0.00e+00    0.00e+00
803    SM1G4C07A    4    7    4.18e-06    -1.49e-06    0.00e+00    -9.69e-07    0.00e+00    0.00e+00
806    FXM1G4C07A    4    7    -3.58e-06    1.12e-07    0.00e+00    -1.93e-07    0.00e+00    0.00e+00
807    FYM1G4C07A    4    7    3.57e-06    2.38e-06    0.00e+00    6.26e-07    0.00e+00    0.00e+00
811    QM2G4C07A    4    7    2.08e-06    1.57e-06    0.00e+00    3.91e-06    0.00e+00    0.00e+00
813    SM2G4C07B    4    7    -3.03e-06    6.90e-07    0.00e+00    -3.45e-06    0.00e+00    0.00e+00
815    QM2G4C07B    4    7    -1.38e-06    -1.92e-06    0.00e+00    -8.97e-08    0.00e+00    0.00e+00
817    SM1G4C07B    4    7    -3.16e-06    -3.63e-06    0.00e+00    -2.62e-06    0.00e+00    0.00e+00
821    QM1G4C07B    4    7    2.56e-06    -1.79e-06    0.00e+00    -7.47e-07    0.00e+00    0.00e+00
824    CXM1G4C07B    4    7    -2.10e-06    -2.35e-06    0.00e+00    -1.84e-06    0.00e+00    0.00e+00
825    CYM1G4C07B    4    7    3.74e-06    -8.04e-07    0.00e+00    -1.63e-07    0.00e+00    0.00e+00
831    B1G5C07B    5    7    2.09e-08    5.00e-06    0.00e+00    1.95e-06    0.00e+00    0.00e+00
836    CXH2G6C07B    6    7    -3.06e-06    -1.05e-06    0.00e+00    -3.21e-06    0.00e+00    0.00e+00
837    CYH2G6C07B    6    7    -7.94e-07    -3.71e-06    0.00e+00    -4.66e-06    0.00e+00    0.00e+00
839    SH4G6C07B    6    7    1.83e-06    -1.43e-06    0.00e+00    -3.51e-06    0.00e+00    0.00e+00
843    QH3G6C07B    6    7    1.18e-06    3.64e-06    0.00e+00    3.19e-06    0.00e+00    0.00e+00
845    SH3G6C07B    6    7    -3.96e-06    4.01e-06    0.00e+00    -3.81e-06    0.00e+00    0.00e+00
847    QH2G6C07B    6    7    3.63e-06    2.48e-06    0.00e+00    -4.29e-06    0.00e+00    0.00e+00
850    CXH1G6C07B    6    7    -3.85e-06    -3.53e-07    0.00e+00    -9.25e-07    0.00e+00    0.00e+00
851    CYH1G6C07B    6    7    -3.16e-06    -4.93e-06    0.00e+00    3.96e-06    0.00e+00    0.00e+00
853    QH1G6C07B    6    7    -6.57e-07    1.84e-07    0.00e+00    4.36e-06    0.00e+00    0.00e+00
857    SH1G6C07B    6    7    -1.45e-06    -3.31e-06    0.00e+00    -2.61e-06    0.00e+00    0.00e+00
862    FXH1G1C08A    1    8    1.42e-06    1.37e-06    0.00e+00    8.52e-08    0.00e+00    0.00e+00
863    FYH1G1C08A    1    8    4.56e-06    4.68e-07    0.00e+00    -8.18e-08    0.00e+00    0.00e+00
867    FXH2G1C08A    1    8    2.38e-06    1.64e-06    0.00e+00    -3.08e-06    0.00e+00    0.00e+00
868    FYH2G1C08A    1    8    -4.81e-06    -2.42e-06    0.00e+00    4.21e-06    0.00e+00    0.00e+00
872    SH1G2C08A    2    8    -4.20e-06    4.75e-06    0.00e+00    1.25e-06    0.00e+00    0.00e+00
876    QH1G2C08A    2    8    -1.75e-06    8.13e-07    0.00e+00    -1.72e-06    0.00e+00    0.00e+00
878    SQHG2C08A    2    8    -4.70e-06    -3.14e-06    0.00e+00    -8.96e-07    0.00e+00    0.00e+00
879    CXHG2C08A    2    8    1.65e-06    1.21e-06    0.00e+00    3.64e-06    0.00e+00    0.00e+00
880    CYHG2C08A    2    8    -3.83e-06    2.07e-06    0.00e+00    -7.77e-07    0.00e+00    0.00e+00
882    QH2G2C08A    2    8    3.87e-06    2.97e-06    0.00e+00    3.88e-07    0.00e+00    0.00e+00
884    SH3G2C08A    2    8    -1.14e-06    -2.83e-06    0.00e+00    2.35e-06    0.00e+00    0.00e+00
886    QH3G2C08A    2    8    -2.54e-06    2.84e-06    0.00e+00    1.74e-06    0.00e+00    0.00e+00
890    SH4G2C08A    2    8    1.73e-06    4.33e-06    0.00e+00    -8.15e-07    0.00e+00    0.00e+00
893    CXH2G2C08A    2    8    3.78e-06    1.97e-07    0.00e+00    3.77e-07    0.00e+00    0.00e+00
894    CYH2G2C08A    2    8    3.86e-06    2.88e-06    0.00e+00    2.05e-06    0.00e+00    0.00e+00
898    B1G3C08A    3    8    -4.32e-06    2.15e-06    0.00e+00    -4.76e-06    0.00e+00    0.00e+00
903    CXM1G4C08A    4    8    -3.39e-06    -3.58e-06    0.00e+00    -1.12e-07    0.00e+00    0.00e+00
904    CYM1G4C08A    4    8    -3.78e-06    4.21e-06    0.00e+00    2.64e-06    0.00e+00    0.00e+00
906    QM1G4C08A    4    8    6.60e-07    4.04e-06    0.00e+00    -3.44e-06    0.00e+00    0.00e+00
908    SM1G4C08A    4    8    -6.26e-07    -3.83e-07    0.00e+00    1.85e-07    0.00e+00    0.00e+00
911    FXM1G4C08A    4    8    -2.71e-06    -2.84e-06    0.00e+00    -7.17e-07    0.00e+00    0.00e+00
912    FYM1G4C08A    4    8    2.97e-06    -4.73e-07    0.00e+00    -1.36e-06    0.00e+00    0.00e+00
916    QM2G4C08A    4    8    -4.47e-06    3.37e-06    0.00e+00    3.32e-06    0.00e+00    0.00e+00
918    SM2G4C08B    4    8    2.35e-06    -4.97e-06    0.00e+00    3.82e-06    0.00e+00    0.00e+00
920    QM2G4C08B    4    8    3.65e-06    -4.84e-06    0.00e+00    2.48e-06    0.00e+00    0.00e+00
922    SM1G4C08B    4    8    -4.82e-06    1.27e-06    0.00e+00    -9.34e-07    0.00e+00    0.00e+00
926    QM1G4C08B    4    8    1.19e-06    -4.94e-06    0.00e+00    2.70e-06    0.00e+00    0.00e+00
929    CXM1G4C08B    4    8    -2.53e-06    3.33e-06    0.00e+00    -2.34e-06    0.00e+00    0.00e+00
930    CYM1G4C08B    4    8    3.63e-07    -4.06e-06    0.00e+00    -2.20e-06    0.00e+00    0.00e+00
936    B1G5C08B    5    8    -8.70e-07    -3.24e-07    0.00e+00    3.64e-06    0.00e+00    0.00e+00
941    QL3G6C08B    6    8    2.37e-06    -2.57e-06    0.00e+00    -3.83e-06    0.00e+00    0.00e+00
945    SL3G6C08B    6    8    3.15e-06    4.56e-06    0.00e+00    -8.10e-07    0.00e+00    0.00e+00
948    CXL2G6C08B    6    8    9.83e-07    2.93e-06    0.00e+00    -9.26e-07    0.00e+00    0.00e+00
949    CYL2G6C08B    6    8    -8.90e-07    4.54e-06    0.00e+00    5.90e-07    0.00e+00    0.00e+00
951    QL2G6C08B    6    8    2.91e-06    -3.10e-06    0.00e+00    3.93e-06    0.00e+00    0.00e+00
953    SL2G6C08B    6    8    -1.39e-06    -3.99e-06    0.00e+00    -5.30e-07    0.00e+00    0.00e+00
956    CXL1G6C08B    6    8    -3.46e-06    -2.96e-06    0.00e+00    -1.97e-06    0.00e+00    0.00e+00
957    CYL1G6C08B    6    8    -6.34e-07    -9.73e-07    0.00e+00    1.80e-06    0.00e+00    0.00e+00
959    QL1G6C08B    6    8    4.29e-06    -1.96e-06    0.00e+00    -1.31e-07    0.00e+00    0.00e+00
963    SL1G6C08B    6    8    1.44e-07    4.31e-06    0.00e+00    -1.75e-07    0.00e+00    0.00e+00
968    FXL1G1C09A    1    9    -3.76e-06    2.51e-06    0.00e+00    3.24e-06    0.00e+00    0.00e+00
969    FYL1G1C09A    1    9    -4.56e-07    3.01e-06    0.00e+00    -4.64e-06    0.00e+00    0.00e+00
977    FXL2G1C09A    1    9    4.52e-06    6.39e-07    0.00e+00    -3.51e-06    0.00e+00    0.00e+00
978    FYL2G1C09A    1    9    -4.64e-06    -3.58e-06    0.00e+00    4.70e-06    0.00e+00    0.00e+00
982    SL1G2C09A    2    9    -4.39e-06    2.93e-07    0.00e+00    -3.52e-06    0.00e+00    0.00e+00
986    QL1G2C09A    2    9    -4.95e-06    -3.50e-06    0.00e+00    4.11e-06    0.00e+00    0.00e+00
989    CXL1G2C09A    2    9    4.66e-06    4.75e-06    0.00e+00    -1.37e-06    0.00e+00    0.00e+00
990    CYL1G2C09A    2    9    -5.00e-06    -2.96e-06    0.00e+00    4.32e-06    0.00e+00    0.00e+00
992    SL2G2C09A    2    9    -1.35e-06    1.46e-07    0.00e+00    2.62e-06    0.00e+00    0.00e+00
994    QL2G2C09A    2    9    -9.82e-07    1.32e-06    0.00e+00    3.63e-06    0.00e+00    0.00e+00
997    CXL2G2C09A    2    9    3.44e-06    -2.78e-06    0.00e+00    -4.24e-06    0.00e+00    0.00e+00
998    CYL2G2C09A    2    9    -7.82e-07    3.08e-06    0.00e+00    4.13e-06    0.00e+00    0.00e+00
1000    SL3G2C09A    2    9    -3.32e-06    3.10e-06    0.00e+00    3.33e-06    0.00e+00    0.00e+00
1004    QL3G2C09A    2    9    3.48e-06    -3.33e-06    0.00e+00    -8.73e-07    0.00e+00    0.00e+00
1009    B1G3C09A    3    9    -4.90e-06    3.33e-06    0.00e+00    1.00e-06    0.00e+00    0.00e+00
1013    SQMG4C09A    4    9    -1.15e-06    2.54e-06    0.00e+00    3.20e-06    0.00e+00    0.00e+00
1014    CXMG4C09A    4    9    -2.50e-06    2.60e-06    0.00e+00    -2.04e-06    0.00e+00    0.00e+00
1015    CYMG4C09A    4    9    4.20e-07    -2.98e-06    0.00e+00    -2.31e-06    0.00e+00    0.00e+00
1017    QM1G4C09A    4    9    -1.37e-06    -2.44e-06    0.00e+00    2.02e-06    0.00e+00    0.00e+00
1019    SM1G4C09A    4    9    1.44e-06    -1.55e-06    0.00e+00    1.36e-06    0.00e+00    0.00e+00
1022    FXM1G4C09A    4    9    4.89e-06    4.02e-06    0.00e+00    -3.85e-06    0.00e+00    0.00e+00
1023    FYM1G4C09A    4    9    -1.58e-06    -1.81e-06    0.00e+00    -4.53e-06    0.00e+00    0.00e+00
1027    QM2G4C09A    4    9    2.21e-07    -3.85e-06    0.00e+00    4.62e-06    0.00e+00    0.00e+00
1029    SM2G4C09B    4    9    -4.77e-06    2.69e-06    0.00e+00    4.84e-06    0.00e+00    0.00e+00
1031    QM2G4C09B    4    9    -3.05e-06    3.89e-06    0.00e+00    1.03e-06    0.00e+00    0.00e+00
1033    SM1G4C09B    4    9    -2.97e-07    6.33e-07    0.00e+00    2.98e-06    0.00e+00    0.00e+00
1037    QM1G4C09B    4    9    -3.55e-06    1.16e-06    0.00e+00    -3.65e-06    0.00e+00    0.00e+00
1040    CXM1G4C09B    4    9    -3.07e-06    4.21e-06    0.00e+00    4.81e-06    0.00e+00    0.00e+00
1041    CYM1G4C09B    4    9    2.54e-06    8.45e-07    0.00e+00    -2.84e-06    0.00e+00    0.00e+00
1047    B1G5C09B    5    9    -2.54e-06    -3.96e-09    0.00e+00    4.82e-06    0.00e+00    0.00e+00
1052    CXH2G6C09B    6    9    3.57e-06    1.27e-06    0.00e+00    -3.56e-06    0.00e+00    0.00e+00
1053    CYH2G6C09B    6    9    -1.70e-06    -4.03e-06    0.00e+00    2.92e-07    0.00e+00    0.00e+00
1055    SH4G6C09B    6    9    -3.87e-07    -4.68e-06    0.00e+00    -1.33e-06    0.00e+00    0.00e+00
1059    QH3G6C09B    6    9    -3.55e-06    -2.90e-06    0.00e+00    -3.35e-06    0.00e+00    0.00e+00
1061    SH3G6C09B    6    9    3.87e-06    2.59e-06    0.00e+00    -1.07e-06    0.00e+00    0.00e+00
1063    QH2G6C09B    6    9    2.58e-07    4.35e-06    0.00e+00    5.61e-07    0.00e+00    0.00e+00
1066    CXH1G6C09B    6    9    2.60e-06    -3.16e-07    0.00e+00    -3.57e-06    0.00e+00    0.00e+00
1067    CYH1G6C09B    6    9    -3.25e-06    -3.10e-06    0.00e+00    2.50e-06    0.00e+00    0.00e+00
1069    QH1G6C09B    6    9    3.91e-06    1.69e-06    0.00e+00    4.01e-06    0.00e+00    0.00e+00
1073    SH1G6C09B    6    9    -2.78e-06    -9.13e-07    0.00e+00    5.99e-07    0.00e+00    0.00e+00
1078    FXH1G1C10A    1    10    3.16e-06    2.07e-06    0.00e+00    -7.77e-07    0.00e+00    0.00e+00
1079    FYH1G1C10A    1    10    -5.74e-07    1.68e-06    0.00e+00    -4.54e-07    0.00e+00    0.00e+00
1083    FXH2G1C10A    1    10    1.16e-06    -1.02e-06    0.00e+00    -4.32e-06    0.00e+00    0.00e+00
1084    FYH2G1C10A    1    10    -2.90e-06    -2.18e-06    0.00e+00    -3.51e-07    0.00e+00    0.00e+00
1088    SH1G2C10A    2    10    -6.59e-07    -2.87e-06    0.00e+00    -3.49e-07    0.00e+00    0.00e+00
1092    QH1G2C10A    2    10    4.28e-07    -3.57e-06    0.00e+00    -2.34e-06    0.00e+00    0.00e+00
1094    SQHG2C10A    2    10    4.70e-06    -4.84e-06    0.00e+00    4.57e-06    0.00e+00    0.00e+00
1095    CXHG2C10A    2    10    -3.96e-06    9.64e-07    0.00e+00    4.83e-06    0.00e+00    0.00e+00
1096    CYHG2C10A    2    10    8.27e-07    4.79e-06    0.00e+00    -4.77e-06    0.00e+00    0.00e+00
1098    QH2G2C10A    2    10    -3.64e-06    -4.13e-06    0.00e+00    4.76e-06    0.00e+00    0.00e+00
1100    SH3G2C10A    2    10    4.84e-06    1.88e-06    0.00e+00    -4.70e-06    0.00e+00    0.00e+00
1102    QH3G2C10A    2    10    -3.25e-07    4.35e-06    0.00e+00    2.84e-06    0.00e+00    0.00e+00
1106    SH4G2C10A    2    10    -4.79e-06    2.30e-06    0.00e+00    -2.88e-07    0.00e+00    0.00e+00
1109    CXH2G2C10A    2    10    3.20e-06    -1.53e-06    0.00e+00    -2.50e-06    0.00e+00    0.00e+00
1110    CYH2G2C10A    2    10    2.00e-07    -4.49e-06    0.00e+00    1.37e-06    0.00e+00    0.00e+00
1114    B1G3C10A    3    10    -3.52e-06    -1.26e-06    0.00e+00    -3.46e-06    0.00e+00    0.00e+00
1119    CXM1G4C10A    4    10    -2.30e-06    -2.90e-06    0.00e+00    -3.12e-06    0.00e+00    0.00e+00
1120    CYM1G4C10A    4    10    -4.08e-06    9.09e-07    0.00e+00    3.52e-06    0.00e+00    0.00e+00
1122    QM1G4C10A    4    10    3.97e-06    -1.35e-06    0.00e+00    2.15e-06    0.00e+00    0.00e+00
1124    SM1G4C10A    4    10    -1.60e-06    -4.40e-07    0.00e+00    1.09e-06    0.00e+00    0.00e+00
1127    FXM1G4C10A    4    10    -2.28e-06    -3.06e-06    0.00e+00    -3.40e-06    0.00e+00    0.00e+00
1128    FYM1G4C10A    4    10    2.81e-06    -2.26e-06    0.00e+00    2.71e-06    0.00e+00    0.00e+00
1132    QM2G4C10A    4    10    3.77e-06    -2.18e-06    0.00e+00    8.42e-07    0.00e+00    0.00e+00
1134    SM2G4C10B    4    10    2.54e-06    2.49e-06    0.00e+00    -4.33e-06    0.00e+00    0.00e+00
1136    QM2G4C10B    4    10    1.62e-06    -4.13e-06    0.00e+00    3.67e-06    0.00e+00    0.00e+00
1138    SM1G4C10B    4    10    -3.98e-06    -1.01e-06    0.00e+00    -1.71e-06    0.00e+00    0.00e+00
1142    QM1G4C10B    4    10    1.29e-06    3.74e-06    0.00e+00    3.51e-06    0.00e+00    0.00e+00
1145    CXM1G4C10B    4    10    -3.52e-06    4.03e-06    0.00e+00    -3.26e-06    0.00e+00    0.00e+00
1146    CYM1G4C10B    4    10    3.99e-06    1.03e-06    0.00e+00    -2.58e-06    0.00e+00    0.00e+00
1152    B1G5C10B    5    10    4.08e-06    3.10e-08    0.00e+00    4.60e-06    0.00e+00    0.00e+00
1157    QL3G6C10B    6    10    4.31e-07    7.74e-07    0.00e+00    1.64e-06    0.00e+00    0.00e+00
1161    SL3G6C10B    6    10    2.94e-06    -8.58e-07    0.00e+00    -2.58e-06    0.00e+00    0.00e+00
1164    CXL2G6C10B    6    10    -4.14e-06    -3.36e-06    0.00e+00    1.27e-06    0.00e+00    0.00e+00
1165    CYL2G6C10B    6    10    -4.18e-06    -2.76e-07    0.00e+00    -5.67e-08    0.00e+00    0.00e+00
1167    QL2G6C10B    6    10    4.22e-06    3.16e-06    0.00e+00    2.81e-06    0.00e+00    0.00e+00
1169    SL2G6C10B    6    10    -3.93e-06    4.22e-06    0.00e+00    -4.97e-06    0.00e+00    0.00e+00
1172    CXL1G6C10B    6    10    3.81e-07    3.49e-06    0.00e+00    -9.40e-07    0.00e+00    0.00e+00
1173    CYL1G6C10B    6    10    -4.88e-06    1.73e-06    0.00e+00    -2.34e-06    0.00e+00    0.00e+00
1175    QL1G6C10B    6    10    -3.56e-06    1.36e-06    0.00e+00    -2.80e-06    0.00e+00    0.00e+00
1179    SL1G6C10B    6    10    -2.40e-06    -2.83e-07    0.00e+00    -3.28e-06    0.00e+00    0.00e+00
1184    FXL1G1C11A    1    11    -6.74e-07    7.20e-07    0.00e+00    -1.52e-06    0.00e+00    0.00e+00
1185    FYL1G1C11A    1    11    1.65e-06    -3.74e-06    0.00e+00    2.19e-06    0.00e+00    0.00e+00
1193    FXL2G1C11A    1    11    2.18e-06    -4.92e-07    0.00e+00    -4.85e-06    0.00e+00    0.00e+00
1194    FYL2G1C11A    1    11    2.88e-06    -2.02e-06    0.00e+00    2.27e-07    0.00e+00    0.00e+00
1198    SL1G2C11A    2    11    -1.46e-06    -5.77e-07    0.00e+00    -1.96e-06    0.00e+00    0.00e+00
1202    QL1G2C11A    2    11    3.36e-06    -2.14e-06    0.00e+00    3.04e-06    0.00e+00    0.00e+00
1205    CXL1G2C11A    2    11    4.99e-06    -8.77e-07    0.00e+00    5.96e-07    0.00e+00    0.00e+00
1206    CYL1G2C11A    2    11    -6.87e-07    -2.93e-06    0.00e+00    4.88e-06    0.00e+00    0.00e+00
1208    SL2G2C11A    2    11    2.84e-07    -2.39e-06    0.00e+00    3.58e-06    0.00e+00    0.00e+00
1210    QL2G2C11A    2    11    -1.89e-06    -2.37e-06    0.00e+00    -1.29e-06    0.00e+00    0.00e+00
1213    CXL2G2C11A    2    11    -4.76e-06    7.75e-07    0.00e+00    1.41e-06    0.00e+00    0.00e+00
1214    CYL2G2C11A    2    11    1.16e-06    8.36e-07    0.00e+00    -4.17e-06    0.00e+00    0.00e+00
1216    SL3G2C11A    2    11    -1.46e-06    -3.04e-07    0.00e+00    4.27e-06    0.00e+00    0.00e+00
1220    QL3G2C11A    2    11    4.87e-06    4.67e-07    0.00e+00    4.57e-06    0.00e+00    0.00e+00
1225    B1G3C11A    3    11    -3.12e-06    2.03e-06    0.00e+00    -1.85e-06    0.00e+00    0.00e+00
1229    SQMG4C11A    4    11    4.00e-06    4.62e-06    0.00e+00    2.33e-06    0.00e+00    0.00e+00
1230    CXMG4C11A    4    11    2.84e-06    3.01e-06    0.00e+00    1.05e-06    0.00e+00    0.00e+00
1231    CYMG4C11A    4    11    -1.81e-06    3.60e-07    0.00e+00    6.22e-07    0.00e+00    0.00e+00
1233    QM1G4C11A    4    11    4.49e-07    -5.07e-07    0.00e+00    2.92e-06    0.00e+00    0.00e+00
1235    SM1G4C11A    4    11    -2.24e-06    1.17e-06    0.00e+00    -3.62e-06    0.00e+00    0.00e+00
1238    FXM1G4C11A    4    11    4.74e-06    4.13e-06    0.00e+00    -3.04e-06    0.00e+00    0.00e+00
1239    FYM1G4C11A    4    11    -4.99e-06    1.24e-06    0.00e+00    -2.19e-07    0.00e+00    0.00e+00
1243    QM2G4C11A    4    11    -3.61e-06    -1.72e-06    0.00e+00    4.28e-06    0.00e+00    0.00e+00
1245    SM2G4C11B    4    11    -4.52e-06    -4.54e-08    0.00e+00    -4.08e-06    0.00e+00    0.00e+00
1247    QM2G4C11B    4    11    -2.14e-06    -2.15e-06    0.00e+00    -1.04e-06    0.00e+00    0.00e+00
1249    SM1G4C11B    4    11    2.94e-06    -2.60e-06    0.00e+00    2.74e-06    0.00e+00    0.00e+00
1253    QM1G4C11B    4    11    -1.63e-06    3.71e-06    0.00e+00    3.86e-06    0.00e+00    0.00e+00
1256    CXM1G4C11B    4    11    4.09e-06    -9.72e-07    0.00e+00    3.42e-06    0.00e+00    0.00e+00
1257    CYM1G4C11B    4    11    -8.53e-07    3.50e-06    0.00e+00    -1.31e-06    0.00e+00    0.00e+00
1263    B1G5C11B    5    11    -4.88e-06    3.91e-06    0.00e+00    -4.20e-06    0.00e+00    0.00e+00
1268    CXH2G6C11B    6    11    -2.54e-06    1.92e-06    0.00e+00    8.71e-07    0.00e+00    0.00e+00
1269    CYH2G6C11B    6    11    1.69e-06    -2.89e-06    0.00e+00    -1.13e-06    0.00e+00    0.00e+00
1271    SH4G6C11B    6    11    -8.24e-07    -8.76e-08    0.00e+00    -4.59e-06    0.00e+00    0.00e+00
